id_client,code_client,sexe,tranche_age,profession,secteur_activite,type_client,statut_client,date_adhesion
306,CUST-0000306,F,36-45 ans,Restauratrice,Services,Moral,Actif,2022-09-25
307,CUST-0000307,F,26-35 ans,Tailleur,BTP,Physique,Actif,2019-12-23
308,CUST-0000308,M,26-35 ans,Commerçant,Administration,Physique,Suspendu,2025-03-03
309,CUST-0000309,M,46-60 ans,Informaticien,Services,Physique,En veille,2024-06-18
310,CUST-0000310,M,46-60 ans,Enseignant,Élevage,Physique,Actif,2023-01-19
311,CUST-0000311,F,36-45 ans,Tailleur,Informel,Moral,Actif,2018-11-21
312,CUST-0000312,F,26-35 ans,Vendeur,Technologie,Physique,Actif,2024-05-09
313,CUST-0000313,M,36-45 ans,Ménagère,Distribution,Physique,Actif,2022-08-01
314,CUST-0000314,F,60 ans et plus,Pêcheur,Services,Physique,En veille,2021-08-29
315,CUST-0000315,F,36-45 ans,Étudiant,Santé,Physique,Actif,2024-01-31
316,CUST-0000316,F,36-45 ans,Mécanicien,BTP,Moral,Suspendu,2018-03-29
317,CUST-0000317,F,18-25 ans,Coiffeur,Élevage,Physique,Actif,2022-05-08
318,CUST-0000318,F,46-60 ans,Agriculteur,BTP,Physique,Suspendu,2025-01-11
319,CUST-0000319,F,26-35 ans,Éleveur,Restauration,Physique,Actif,2022-11-24
320,CUST-0000320,F,26-35 ans,Infirmier,Pêche,Physique,Actif,2018-09-23
321,CUST-0000321,F,60 ans et plus,Médecin,Élevage,Physique,En veille,2018-03-29
322,CUST-0000322,F,46-60 ans,Coiffeur,Commerce,Moral,Actif,2020-05-15
323,CUST-0000323,M,60 ans et plus,Artisan,Agriculture,Physique,Actif,2020-10-30
324,CUST-0000324,M,60 ans et plus,Coiffeur,Pêche,Physique,Actif,2017-01-14
325,CUST-0000325,M,46-60 ans,Agriculteur,Informel,Association,Actif,2017-09-26
326,CUST-0000326,M,60 ans et plus,Informaticien,Agriculture,Physique,Actif,2019-10-09
327,CUST-0000327,M,60 ans et plus,Informaticien,Restauration,Physique,Suspendu,2021-01-12
328,CUST-0000328,M,60 ans et plus,Fonctionnaire,Artisanat,Physique,Actif,2017-07-15
329,CUST-0000329,F,26-35 ans,Agent public,Pêche,Physique,Actif,2018-08-03
330,CUST-0000330,F,60 ans et plus,Étudiant,Transport,Physique,Actif,2023-12-02
331,CUST-0000331,M,26-35 ans,Éleveur,Artisanat,Physique,Actif,2018-03-22
332,CUST-0000332,F,26-35 ans,Informaticien,Pêche,Physique,Actif,2023-06-29
333,CUST-0000333,M,46-60 ans,Artisan,Commerce,Physique,Actif,2020-12-22
334,CUST-0000334,M,36-45 ans,Restauratrice,Restauration,Physique,Actif,2021-04-22
335,CUST-0000335,F,46-60 ans,Fonctionnaire,Administration,Physique,Actif,2024-01-31
336,CUST-0000336,F,26-35 ans,Entrepreneur,Restauration,Physique,Actif,2026-02-20
337,CUST-0000337,M,36-45 ans,Éleveur,Restauration,Physique,En veille,2026-05-17
338,CUST-0000338,F,60 ans et plus,Mécanicien,Technologie,Physique,Actif,2022-03-04
339,CUST-0000339,M,26-35 ans,Entrepreneur,Transport,Physique,En veille,2025-04-11
340,CUST-0000340,F,36-45 ans,Entrepreneur,Éducation,Physique,Actif,2019-07-03
341,CUST-0000341,M,36-45 ans,Entrepreneur,Commerce,Physique,Actif,2018-03-18
342,CUST-0000342,F,46-60 ans,Éleveur,Agriculture,Physique,Suspendu,2018-11-22
343,CUST-0000343,F,46-60 ans,Agent public,Services,Physique,Actif,2026-02-15
344,CUST-0000344,F,26-35 ans,Restauratrice,Distribution,Physique,Actif,2017-11-20
345,CUST-0000345,M,36-45 ans,Informaticien,Éducation,Physique,Actif,2023-09-01
346,CUST-0000346,M,36-45 ans,Agent public,Artisanat,Physique,Actif,2025-04-02
347,CUST-0000347,M,26-35 ans,Vendeur,Élevage,Physique,Actif,2022-05-08
348,CUST-0000348,M,18-25 ans,Entrepreneur,Services,Physique,Actif,2019-08-24
349,CUST-0000349,M,46-60 ans,Informaticien,Services,Physique,Actif,2019-08-03
350,CUST-0000350,M,46-60 ans,Ménagère,Technologie,Physique,Actif,2024-07-24
351,CUST-0000351,F,60 ans et plus,Coiffeur,Éducation,Physique,Actif,2022-02-07
352,CUST-0000352,M,36-45 ans,Informaticien,Restauration,Physique,Actif,2018-11-23
353,CUST-0000353,M,36-45 ans,Restauratrice,Commerce,Physique,Actif,2025-10-09
354,CUST-0000354,F,46-60 ans,Agriculteur,Administration,Physique,Actif,2021-06-20
355,CUST-0000355,M,60 ans et plus,Fonctionnaire,Restauration,Moral,Actif,2023-06-30
356,CUST-0000356,F,46-60 ans,Mécanicien,Élevage,Physique,Actif,2022-05-22
357,CUST-0000357,F,60 ans et plus,Vendeur,Pêche,Physique,Actif,2021-03-29
358,CUST-0000358,F,60 ans et plus,Coiffeur,Technologie,Physique,Actif,2018-09-14
359,CUST-0000359,F,46-60 ans,Artisan,BTP,Physique,Actif,2018-10-27
360,CUST-0000360,M,18-25 ans,Commerçant,Agriculture,Physique,Actif,2023-06-18
361,CUST-0000361,M,60 ans et plus,Informaticien,Agriculture,Physique,Actif,2023-11-02
362,CUST-0000362,M,26-35 ans,Commerçant,Élevage,Physique,Actif,2022-07-08
363,CUST-0000363,M,36-45 ans,Agent public,Commerce,Physique,Actif,2019-11-20
364,CUST-0000364,F,36-45 ans,Vendeur,Agriculture,Physique,Actif,2025-01-28
365,CUST-0000365,F,26-35 ans,Médecin,Éducation,Physique,Actif,2024-10-04
366,CUST-0000366,F,36-45 ans,Vendeur,Agriculture,Physique,Actif,2025-07-15
367,CUST-0000367,F,46-60 ans,Pêcheur,Distribution,Moral,Actif,2026-06-20
368,CUST-0000368,M,26-35 ans,Éleveur,Artisanat,Physique,Actif,2024-11-06
369,CUST-0000369,F,46-60 ans,Infirmier,Transport,Physique,Actif,2018-07-04
370,CUST-0000370,F,46-60 ans,Médecin,Éducation,Physique,Actif,2022-07-03
371,CUST-0000371,F,26-35 ans,Tailleur,Distribution,Physique,Actif,2018-06-19
372,CUST-0000372,F,26-35 ans,Coiffeur,Éducation,Physique,Actif,2021-07-11
373,CUST-0000373,F,46-60 ans,Commerçant,BTP,Physique,Actif,2023-09-23
374,CUST-0000374,M,18-25 ans,Éleveur,Artisanat,Physique,En veille,2024-01-27
375,CUST-0000375,M,60 ans et plus,Mécanicien,Transport,Physique,Actif,2019-12-14
376,CUST-0000376,F,18-25 ans,Fonctionnaire,Technologie,Moral,Actif,2017-03-21
377,CUST-0000377,M,60 ans et plus,Coiffeur,Pêche,Physique,Actif,2021-04-21
378,CUST-0000378,F,18-25 ans,Médecin,Informel,Physique,Actif,2020-04-18
379,CUST-0000379,M,46-60 ans,Enseignant,Restauration,Physique,Actif,2021-06-27
380,CUST-0000380,F,46-60 ans,Artisan,Commerce,Physique,Actif,2023-06-14
381,CUST-0000381,M,46-60 ans,Informaticien,Agriculture,Physique,Actif,2022-12-20
382,CUST-0000382,F,36-45 ans,Commerçant,Informel,Physique,Actif,2017-01-27
383,CUST-0000383,M,46-60 ans,Infirmier,Artisanat,Physique,Actif,2023-05-08
384,CUST-0000384,F,60 ans et plus,Éleveur,Éducation,Physique,Actif,2021-04-16
385,CUST-0000385,M,18-25 ans,Médecin,Commerce,Moral,Actif,2023-08-05
386,CUST-0000386,F,26-35 ans,Pêcheur,Transport,Physique,Suspendu,2024-10-25
387,CUST-0000387,F,46-60 ans,Vendeur,Administration,Physique,Actif,2024-12-31
388,CUST-0000388,M,60 ans et plus,Entrepreneur,Technologie,Moral,Actif,2024-09-21
389,CUST-0000389,M,60 ans et plus,Agriculteur,Éducation,Association,Actif,2022-07-11
390,CUST-0000390,M,36-45 ans,Coiffeur,Éducation,Physique,Actif,2021-03-11
391,CUST-0000391,F,60 ans et plus,Étudiant,Technologie,Physique,Actif,2021-05-05
392,CUST-0000392,M,46-60 ans,Éleveur,Commerce,Physique,Actif,2019-04-19
393,CUST-0000393,F,46-60 ans,Agent public,Technologie,Physique,Actif,2025-12-27
394,CUST-0000394,M,36-45 ans,Enseignant,Transport,Physique,Actif,2020-01-15
395,CUST-0000395,M,26-35 ans,Ménagère,Éducation,Physique,Actif,2024-05-30
396,CUST-0000396,M,60 ans et plus,Ménagère,Artisanat,Physique,Actif,2018-04-27
397,CUST-0000397,F,26-35 ans,Agent public,BTP,Physique,Actif,2022-01-20
398,CUST-0000398,M,46-60 ans,Informaticien,Administration,Physique,Actif,2023-03-10
399,CUST-0000399,F,18-25 ans,Commerçant,Administration,Physique,Actif,2024-10-31
400,CUST-0000400,F,46-60 ans,Coiffeur,Santé,Association,Actif,2024-09-26
401,CUST-0000401,F,26-35 ans,Commerçant,Commerce,Physique,Actif,2020-05-09
402,CUST-0000402,M,46-60 ans,Fonctionnaire,Restauration,Physique,Actif,2020-10-15
403,CUST-0000403,F,46-60 ans,Ménagère,Technologie,Physique,Actif,2021-05-15
404,CUST-0000404,M,46-60 ans,Vendeur,Restauration,Physique,Actif,2017-05-13
405,CUST-0000405,M,60 ans et plus,Entrepreneur,BTP,Physique,Actif,2024-10-29
406,CUST-0000406,M,36-45 ans,Vendeur,Restauration,Moral,Suspendu,2021-07-17
407,CUST-0000407,F,18-25 ans,Entrepreneur,Restauration,Physique,Actif,2019-08-29
408,CUST-0000408,F,26-35 ans,Infirmier,Santé,Physique,Actif,2021-11-15
409,CUST-0000409,M,60 ans et plus,Agriculteur,Éducation,Physique,En veille,2019-07-05
410,CUST-0000410,M,46-60 ans,Infirmier,Administration,Physique,Actif,2024-10-24
411,CUST-0000411,M,18-25 ans,Tailleur,Commerce,Physique,En veille,2020-10-19
412,CUST-0000412,M,36-45 ans,Artisan,Éducation,Physique,Actif,2024-07-18
413,CUST-0000413,M,18-25 ans,Infirmier,Distribution,Physique,Suspendu,2018-04-06
414,CUST-0000414,F,18-25 ans,Artisan,Technologie,Physique,Actif,2025-06-23
415,CUST-0000415,F,46-60 ans,Restauratrice,Restauration,Physique,Actif,2025-02-28
416,CUST-0000416,F,46-60 ans,Mécanicien,Informel,Physique,Actif,2022-12-23
417,CUST-0000417,F,18-25 ans,Fonctionnaire,Élevage,Physique,Actif,2026-04-19
418,CUST-0000418,F,36-45 ans,Vendeur,Informel,Physique,Actif,2024-03-29
419,CUST-0000419,F,36-45 ans,Médecin,Distribution,Physique,Actif,2021-04-09
420,CUST-0000420,F,46-60 ans,Ménagère,Pêche,Physique,En veille,2019-03-27
421,CUST-0000421,M,46-60 ans,Vendeur,Distribution,Physique,Actif,2017-06-26
422,CUST-0000422,M,26-35 ans,Coiffeur,Transport,Physique,Actif,2019-07-30
423,CUST-0000423,F,46-60 ans,Informaticien,Pêche,Physique,Actif,2017-11-04
424,CUST-0000424,F,60 ans et plus,Entrepreneur,Informel,Physique,Actif,2026-05-01
425,CUST-0000425,M,36-45 ans,Ménagère,BTP,Physique,Actif,2021-01-09
426,CUST-0000426,M,26-35 ans,Agent public,Éducation,Physique,Actif,2026-05-06
427,CUST-0000427,M,46-60 ans,Agent public,Administration,Physique,Suspendu,2018-11-23
428,CUST-0000428,F,46-60 ans,Agent public,Informel,Physique,Actif,2023-10-10
429,CUST-0000429,M,46-60 ans,Pêcheur,Élevage,Physique,En veille,2020-05-08
430,CUST-0000430,M,46-60 ans,Enseignant,Technologie,Physique,Actif,2020-11-13
431,CUST-0000431,F,46-60 ans,Étudiant,Pêche,Physique,Actif,2023-07-01
432,CUST-0000432,F,26-35 ans,Infirmier,BTP,Physique,Actif,2023-07-29
433,CUST-0000433,F,26-35 ans,Étudiant,Pêche,Physique,Actif,2022-12-06
434,CUST-0000434,M,60 ans et plus,Infirmier,Distribution,Moral,Actif,2021-01-29
435,CUST-0000435,F,46-60 ans,Artisan,Artisanat,Physique,Actif,2022-09-01
436,CUST-0000436,M,26-35 ans,Informaticien,Services,Physique,Actif,2026-03-22
437,CUST-0000437,M,46-60 ans,Fonctionnaire,Restauration,Physique,Actif,2021-06-18
438,CUST-0000438,M,46-60 ans,Tailleur,Transport,Physique,Actif,2018-10-02
439,CUST-0000439,F,46-60 ans,Médecin,Informel,Physique,Actif,2019-03-28
440,CUST-0000440,M,60 ans et plus,Vendeur,Transport,Physique,Actif,2021-02-09
441,CUST-0000441,F,18-25 ans,Ménagère,Distribution,Physique,Actif,2022-06-13
442,CUST-0000442,F,60 ans et plus,Agent public,Pêche,Physique,Suspendu,2017-04-06
443,CUST-0000443,F,26-35 ans,Enseignant,Administration,Physique,Actif,2022-11-18
444,CUST-0000444,M,60 ans et plus,Coiffeur,Artisanat,Physique,Actif,2025-07-06
445,CUST-0000445,M,46-60 ans,Tailleur,Restauration,Physique,Actif,2017-07-16
446,CUST-0000446,F,46-60 ans,Enseignant,Éducation,Physique,En veille,2026-02-13
447,CUST-0000447,F,26-35 ans,Enseignant,Agriculture,Physique,Actif,2020-07-01
448,CUST-0000448,F,26-35 ans,Commerçant,Administration,Physique,Actif,2021-08-05
449,CUST-0000449,F,60 ans et plus,Éleveur,Distribution,Physique,Actif,2019-11-24
450,CUST-0000450,M,46-60 ans,Chauffeur,Distribution,Physique,Actif,2020-05-31
451,CUST-0000451,M,60 ans et plus,Artisan,Pêche,Physique,Actif,2020-07-01
452,CUST-0000452,F,60 ans et plus,Artisan,Transport,Physique,Actif,2017-04-17
453,CUST-0000453,M,46-60 ans,Tailleur,Services,Physique,Actif,2017-03-29
454,CUST-0000454,F,36-45 ans,Mécanicien,Pêche,Physique,Actif,2023-10-19
455,CUST-0000455,F,46-60 ans,Fonctionnaire,Distribution,Physique,Actif,2023-01-27
456,CUST-0000456,M,36-45 ans,Entrepreneur,BTP,Physique,Actif,2022-09-26
457,CUST-0000457,F,18-25 ans,Fonctionnaire,Éducation,Physique,Actif,2026-04-29
458,CUST-0000458,M,46-60 ans,Artisan,Distribution,Physique,Actif,2017-06-21
459,CUST-0000459,M,18-25 ans,Entrepreneur,Technologie,Physique,Actif,2025-07-14
460,CUST-0000460,M,36-45 ans,Vendeur,Informel,Physique,Actif,2021-10-30
461,CUST-0000461,F,36-45 ans,Médecin,Transport,Physique,Actif,2017-10-06
462,CUST-0000462,F,36-45 ans,Enseignant,Artisanat,Physique,En veille,2023-05-14
463,CUST-0000463,F,36-45 ans,Éleveur,Élevage,Physique,Actif,2019-12-26
464,CUST-0000464,F,60 ans et plus,Restauratrice,Santé,Physique,Actif,2023-08-09
465,CUST-0000465,F,36-45 ans,Ménagère,Pêche,Physique,Actif,2020-05-15
466,CUST-0000466,F,18-25 ans,Pêcheur,Services,Physique,Actif,2022-03-22
467,CUST-0000467,M,36-45 ans,Enseignant,Restauration,Physique,Actif,2018-07-18
468,CUST-0000468,M,18-25 ans,Tailleur,Santé,Physique,Actif,2019-01-07
469,CUST-0000469,M,46-60 ans,Médecin,BTP,Physique,Actif,2018-06-03
470,CUST-0000470,F,36-45 ans,Mécanicien,Administration,Physique,Actif,2024-05-30
471,CUST-0000471,M,60 ans et plus,Fonctionnaire,Santé,Moral,Actif,2021-01-16
472,CUST-0000472,M,46-60 ans,Tailleur,Services,Physique,Actif,2018-01-16
473,CUST-0000473,M,60 ans et plus,Infirmier,Agriculture,Physique,Suspendu,2018-06-30
474,CUST-0000474,M,36-45 ans,Étudiant,Commerce,Physique,Actif,2018-10-30
475,CUST-0000475,M,36-45 ans,Entrepreneur,BTP,Association,Actif,2026-06-04
476,CUST-0000476,M,46-60 ans,Étudiant,Administration,Physique,Actif,2023-05-23
477,CUST-0000477,M,60 ans et plus,Étudiant,Agriculture,Physique,Actif,2023-06-14
478,CUST-0000478,F,46-60 ans,Infirmier,Administration,Physique,Actif,2018-09-29
479,CUST-0000479,F,36-45 ans,Étudiant,Agriculture,Physique,Actif,2020-01-31
480,CUST-0000480,F,60 ans et plus,Médecin,Restauration,Physique,Actif,2019-03-21
481,CUST-0000481,F,26-35 ans,Chauffeur,Élevage,Physique,Actif,2019-10-20
482,CUST-0000482,F,18-25 ans,Éleveur,Agriculture,Moral,Actif,2023-07-14
483,CUST-0000483,M,46-60 ans,Ménagère,Transport,Physique,Actif,2022-12-29
484,CUST-0000484,F,46-60 ans,Pêcheur,Santé,Association,En veille,2021-03-06
485,CUST-0000485,M,60 ans et plus,Infirmier,Restauration,Physique,Suspendu,2023-12-24
486,CUST-0000486,F,26-35 ans,Commerçant,Transport,Physique,Actif,2025-04-04
487,CUST-0000487,F,36-45 ans,Vendeur,Restauration,Physique,Actif,2021-04-23
488,CUST-0000488,F,26-35 ans,Agriculteur,Pêche,Physique,Actif,2022-07-16
489,CUST-0000489,M,46-60 ans,Étudiant,Élevage,Physique,Actif,2025-02-25
490,CUST-0000490,M,46-60 ans,Éleveur,Élevage,Physique,En veille,2024-11-23
491,CUST-0000491,F,36-45 ans,Chauffeur,Éducation,Physique,Actif,2022-07-10
492,CUST-0000492,M,46-60 ans,Mécanicien,Services,Physique,Actif,2019-01-09
493,CUST-0000493,F,18-25 ans,Commerçant,Informel,Physique,Actif,2024-06-19
494,CUST-0000494,M,46-60 ans,Entrepreneur,Transport,Physique,Actif,2018-02-15
495,CUST-0000495,F,60 ans et plus,Agent public,Technologie,Physique,Actif,2023-07-20
496,CUST-0000496,M,36-45 ans,Ménagère,Commerce,Physique,Actif,2024-01-11
497,CUST-0000497,M,26-35 ans,Infirmier,Élevage,Physique,Actif,2018-10-16
498,CUST-0000498,F,46-60 ans,Ménagère,Élevage,Physique,Actif,2019-09-25
499,CUST-0000499,F,36-45 ans,Informaticien,Pêche,Moral,Actif,2026-02-09
500,CUST-0000500,M,46-60 ans,Artisan,Élevage,Physique,Actif,2020-06-07
501,CUST-0000501,F,60 ans et plus,Restauratrice,Élevage,Physique,En veille,2017-04-06
502,CUST-0000502,F,36-45 ans,Éleveur,Pêche,Physique,En veille,2022-11-20
503,CUST-0000503,M,60 ans et plus,Commerçant,Administration,Moral,Suspendu,2022-10-14
504,CUST-0000504,F,46-60 ans,Agent public,Éducation,Association,Actif,2018-03-24
505,CUST-0000505,M,26-35 ans,Pêcheur,Éducation,Physique,Actif,2018-04-27
506,CUST-0000506,M,18-25 ans,Mécanicien,Santé,Physique,Actif,2026-03-11
507,CUST-0000507,F,26-35 ans,Médecin,Services,Physique,Actif,2019-02-03
508,CUST-0000508,F,60 ans et plus,Tailleur,Commerce,Physique,Actif,2019-08-06
509,CUST-0000509,M,46-60 ans,Étudiant,Technologie,Physique,Actif,2025-05-25
510,CUST-0000510,M,36-45 ans,Artisan,Santé,Physique,Actif,2024-07-24
511,CUST-0000511,M,18-25 ans,Éleveur,Commerce,Moral,Actif,2024-05-16
512,CUST-0000512,F,18-25 ans,Coiffeur,Éducation,Moral,Actif,2020-04-14
513,CUST-0000513,F,26-35 ans,Artisan,Transport,Physique,Actif,2024-08-20
514,CUST-0000514,F,18-25 ans,Infirmier,Pêche,Physique,Actif,2018-01-28
515,CUST-0000515,F,46-60 ans,Restauratrice,Pêche,Physique,Actif,2018-09-05
516,CUST-0000516,M,60 ans et plus,Agriculteur,Éducation,Physique,Actif,2022-01-02
517,CUST-0000517,M,60 ans et plus,Commerçant,Services,Physique,Actif,2019-07-27
518,CUST-0000518,M,26-35 ans,Étudiant,Services,Physique,Actif,2022-03-11
519,CUST-0000519,M,46-60 ans,Ménagère,Pêche,Physique,Actif,2020-02-23
520,CUST-0000520,F,18-25 ans,Chauffeur,Commerce,Physique,Actif,2018-10-08
521,CUST-0000521,F,60 ans et plus,Mécanicien,Transport,Physique,Actif,2026-01-03
522,CUST-0000522,F,46-60 ans,Infirmier,Commerce,Moral,Actif,2022-09-14
523,CUST-0000523,M,18-25 ans,Médecin,Services,Physique,Actif,2021-10-08
524,CUST-0000524,M,46-60 ans,Pêcheur,Éducation,Physique,Actif,2022-08-12
525,CUST-0000525,F,60 ans et plus,Tailleur,Restauration,Physique,Actif,2022-05-08
526,CUST-0000526,F,36-45 ans,Infirmier,Pêche,Moral,Actif,2020-04-06
527,CUST-0000527,M,36-45 ans,Informaticien,Administration,Physique,Actif,2018-12-02
528,CUST-0000528,M,18-25 ans,Tailleur,Distribution,Moral,Actif,2021-12-29
529,CUST-0000529,M,36-45 ans,Ménagère,Services,Physique,Actif,2023-03-08
530,CUST-0000530,F,36-45 ans,Infirmier,Commerce,Physique,Actif,2022-07-19
531,CUST-0000531,F,46-60 ans,Coiffeur,Informel,Physique,Actif,2020-02-14
532,CUST-0000532,M,18-25 ans,Commerçant,Informel,Moral,Actif,2022-02-21
533,CUST-0000533,M,18-25 ans,Étudiant,Pêche,Physique,Actif,2025-07-26
534,CUST-0000534,M,26-35 ans,Tailleur,Artisanat,Physique,Actif,2019-07-31
535,CUST-0000535,M,26-35 ans,Enseignant,Pêche,Physique,En veille,2018-02-09
536,CUST-0000536,M,26-35 ans,Tailleur,Administration,Physique,Actif,2018-01-25
537,CUST-0000537,F,46-60 ans,Chauffeur,Commerce,Physique,Actif,2018-11-01
538,CUST-0000538,M,46-60 ans,Enseignant,Agriculture,Physique,Actif,2026-03-11
539,CUST-0000539,M,36-45 ans,Éleveur,Technologie,Physique,Actif,2021-09-13
540,CUST-0000540,M,18-25 ans,Médecin,Pêche,Physique,Actif,2023-10-11
541,CUST-0000541,F,46-60 ans,Étudiant,Commerce,Physique,Actif,2020-09-13
542,CUST-0000542,M,60 ans et plus,Mécanicien,Commerce,Physique,Actif,2022-12-21
543,CUST-0000543,M,26-35 ans,Entrepreneur,Pêche,Physique,Actif,2022-04-19
544,CUST-0000544,F,36-45 ans,Coiffeur,Informel,Physique,Actif,2020-04-15
545,CUST-0000545,F,46-60 ans,Restauratrice,Services,Physique,Actif,2018-05-29
546,CUST-0000546,M,26-35 ans,Enseignant,Élevage,Physique,En veille,2018-11-19
547,CUST-0000547,M,46-60 ans,Restauratrice,Élevage,Physique,Actif,2024-05-16
548,CUST-0000548,M,36-45 ans,Fonctionnaire,Agriculture,Moral,Actif,2019-10-29
549,CUST-0000549,M,26-35 ans,Enseignant,Administration,Physique,Actif,2022-05-11
550,CUST-0000550,F,18-25 ans,Artisan,Distribution,Physique,Actif,2018-11-24
551,CUST-0000551,F,18-25 ans,Vendeur,Élevage,Physique,Actif,2018-10-03
552,CUST-0000552,M,46-60 ans,Agriculteur,Pêche,Physique,Actif,2024-08-09
553,CUST-0000553,F,36-45 ans,Vendeur,Commerce,Physique,Actif,2018-03-15
554,CUST-0000554,M,36-45 ans,Restauratrice,BTP,Physique,Actif,2017-11-05
555,CUST-0000555,M,18-25 ans,Commerçant,Pêche,Physique,Actif,2025-04-07
556,CUST-0000556,M,60 ans et plus,Informaticien,Santé,Physique,Actif,2020-01-14
557,CUST-0000557,F,36-45 ans,Entrepreneur,Restauration,Physique,Actif,2021-06-10
558,CUST-0000558,M,26-35 ans,Étudiant,Commerce,Physique,En veille,2020-08-27
559,CUST-0000559,F,18-25 ans,Médecin,Transport,Physique,Actif,2017-10-04
560,CUST-0000560,F,60 ans et plus,Commerçant,Transport,Physique,Actif,2023-12-15
561,CUST-0000561,M,60 ans et plus,Tailleur,Administration,Physique,Suspendu,2025-08-18
562,CUST-0000562,M,18-25 ans,Informaticien,Services,Physique,En veille,2022-02-05
563,CUST-0000563,F,46-60 ans,Ménagère,Services,Physique,Actif,2018-09-12
564,CUST-0000564,M,36-45 ans,Étudiant,Technologie,Physique,Actif,2020-09-01
565,CUST-0000565,M,26-35 ans,Enseignant,Services,Physique,Actif,2022-09-30
566,CUST-0000566,F,46-60 ans,Agent public,Agriculture,Physique,Actif,2025-02-02
567,CUST-0000567,M,46-60 ans,Restauratrice,Services,Physique,Actif,2023-09-07
568,CUST-0000568,M,36-45 ans,Commerçant,Pêche,Physique,Actif,2021-01-02
569,CUST-0000569,F,26-35 ans,Médecin,Artisanat,Physique,Actif,2023-04-28
570,CUST-0000570,F,26-35 ans,Entrepreneur,Éducation,Physique,Actif,2025-06-24
571,CUST-0000571,F,46-60 ans,Éleveur,Technologie,Physique,Actif,2023-07-23
572,CUST-0000572,M,46-60 ans,Agriculteur,Informel,Physique,En veille,2022-05-07
573,CUST-0000573,F,46-60 ans,Fonctionnaire,Transport,Physique,Actif,2023-08-12
574,CUST-0000574,F,36-45 ans,Artisan,BTP,Physique,En veille,2023-06-03
575,CUST-0000575,M,36-45 ans,Éleveur,Commerce,Physique,Actif,2019-04-04
576,CUST-0000576,M,26-35 ans,Étudiant,Commerce,Physique,Suspendu,2019-03-13
577,CUST-0000577,M,36-45 ans,Tailleur,Technologie,Physique,Actif,2020-10-05
578,CUST-0000578,M,18-25 ans,Ménagère,Technologie,Physique,En veille,2024-04-20
579,CUST-0000579,M,60 ans et plus,Artisan,Distribution,Physique,Actif,2026-02-25
580,CUST-0000580,F,60 ans et plus,Étudiant,Transport,Physique,Actif,2019-04-07
581,CUST-0000581,F,60 ans et plus,Pêcheur,Pêche,Physique,Suspendu,2018-08-09
582,CUST-0000582,M,60 ans et plus,Chauffeur,Commerce,Physique,Actif,2023-11-21
